epoch,loss,val_loss
0,0.46018943017797814,0.3648858964443207
1,0.3854188690356576,0.30512124927420364
2,0.3159665969164087,0.2431747003605491
3,0.2379407301938429,0.17539143170181073
4,0.17006915394269717,0.11932051221006795
5,0.12040094589571261,0.0858250044678387
6,0.08915940721740094,0.0665768053578703
7,0.07002584075190912,0.05505263550501121
8,0.058687117722195536,0.04008037685171554
9,0.049753056636583096,0.039343190624525674
10,0.04328057874257143,0.031327809550260245
11,0.039481776150709455,0.030494301138739837
12,0.03544657088491789,0.027602570621590865
13,0.033019771124430615,0.0250205664748424
14,0.03077856179754513,0.02379559833360346
15,0.02841509606276601,0.021598799252196363
16,0.026465657412310016,0.020093099140611134
17,0.025161675328778315,0.021575042242674453
18,0.023663380860394934,0.018283999353451163
19,0.023069202220926645,0.019962156044417305
20,0.021902217400509644,0.019843193898467643
21,0.02118438185303361,0.017731188012188988
22,0.019963472596494267,0.01863860878113069
23,0.019452830232442864,0.01746138065171085
24,0.01899588249714954,0.017818031244372066
25,0.017512561319244217,0.017487487841495557
26,0.017347690905428568,0.01619682149765523
27,0.016928120779061383,0.018454535533428976
28,0.016340695481332254,0.02001439460161093
29,0.015938537224422164,0.021892664598693188
30,0.015526697135824746,0.015665944861738307
31,0.014858485547627791,0.01790697562606319
32,0.014144794591600628,0.016456741729359094
33,0.013878866957137964,0.018393109528053748
34,0.013586267073672982,0.01752455742098391
35,0.013458262715804225,0.014399362323609622
36,0.013981580473427986,0.016573201276754077
37,0.01301983984205313,0.0184977102264958
38,0.01343578905200793,0.01560538045228704
39,0.012345142775710386,0.021523850773902314
40,0.012209136129146623,0.015435697872338719
41,0.012444220810200865,0.017404546599688108
