mrna,coefs
ENSG00000121621,-2.253527723080551
ENSG00000183527,-1.3808888677041982
ENSG00000100842,1.2634276266696904
ENSG00000141873,-1.1485132611446096
ENSG00000162738,0.936716316450589
ENSG00000155330,-0.9338600320806895
ENSG00000197557,-0.9263889940568388
ENSG00000128581,-0.8878567671117096
ENSG00000116704,-0.7671574795576308
ENSG00000213463,-0.6834950624921954
