epoch,loss,val_loss
0,0.5790766853592936,0.4586586262050428
1,0.4408183698591787,0.32902756176496806
2,0.29954363719324695,0.2372968957612389
3,0.2243538636763801,0.19726509326382688
4,0.19500292281641424,0.17327989480997386
5,0.1772928241276456,0.16362246400431582
6,0.1662659399999659,0.15382711746190725
7,0.15770905688926057,0.1541779433426104
8,0.1498363909483655,0.1423863643094113
9,0.14353331365489594,0.13817373780827774
10,0.13701070123767034,0.13292714326005234
11,0.13180940717579737,0.1296646171494534
12,0.1275281957473573,0.12254678418761805
13,0.12195820006914394,0.12453551551229075
14,0.11813907768974825,0.11889844936759848
15,0.11320208296089013,0.11174525006821281
16,0.10892566439531577,0.10873364578736455
17,0.10568478793248672,0.10298451742059306
18,0.1030946100488248,0.10594955988620457
19,0.09847987913975134,0.09871053891746621
20,0.09517617516611221,0.09585416552267577
21,0.0928213168906219,0.09224472665473034
22,0.08921669700897066,0.09136833485804106
23,0.08662080631154186,0.08725063463574961
24,0.08371287407830422,0.08317944289822328
25,0.08127784829846414,0.08361605515605525
26,0.07866010007997036,0.08817201107740402
27,0.07649081842223812,0.0797836055096827
28,0.0741959618723422,0.07756331602209493
29,0.07200889436945322,0.07429219841172821
30,0.06972480707749566,0.0759006968062175
31,0.06789236339117963,0.07131712334720712
32,0.0663566226482109,0.07070726587584145
33,0.06387939303104963,0.06651262880155914
34,0.0625262884215149,0.06347438634226196
35,0.06011647930061632,0.06376071803663906
36,0.05968544510513134,0.06269179206145437
37,0.05683764218510932,0.06414243324022544
38,0.0557838038682346,0.07005100050254871
39,0.05562603426267351,0.05734363413955036
40,0.053111449189899254,0.05469316165698202
41,0.05209982448702684,0.05385133545649679
42,0.05092511861128138,0.05539658449982342
43,0.04926861445118013,0.061048911786393115
44,0.04963637522121141,0.05075742716067716
45,0.048242960811777306,0.05375674621839272
46,0.04532521588825733,0.05297424624625005
47,0.04504621239997129,0.047631112172415384
48,0.04428252295926869,0.050251194717068425
49,0.04323234888768051,0.047079814892066155
50,0.04304665467579371,0.049134126815356706
51,0.04133978002857414,0.04465036251043018
52,0.039980953779032075,0.05571670889070159
53,0.03928397372852403,0.045646996090286655
54,0.039363295454157954,0.050965623930096626
55,0.038819081746016566,0.04379087931623584
56,0.036931206629994544,0.04408702832695685
57,0.03762257932867042,0.04105684514108457
58,0.03602061671902989,0.04045332419244867
59,0.03722181299038714,0.04567095009904159
60,0.03433727038809523,0.04569888409031065
61,0.033997897330159774,0.037148489371726386
62,0.03321998832151109,0.03824164110578989
63,0.03357489118316817,0.03983133678373538
64,0.03238869819957355,0.036270547070001304
65,0.03235787420266575,0.044753921071165485
66,0.03133609664042163,0.03934482445842341
67,0.030348500497798848,0.04188355460370842
68,0.030735637616982128,0.03400594084278533
69,0.02985469822387595,0.038168070445719515
70,0.02926598855426853,0.033476705319787324
71,0.029522589337481565,0.03653193578908318
72,0.028303988450604934,0.038057090812607816
73,0.028703521653932508,0.034712600570760276
74,0.027405695943088313,0.037997215103946234
75,0.02768376904663506,0.03765664877075898
76,0.026807038462642027,0.03144109200098013
77,0.026633606780343096,0.03336591253939428
78,0.02622380529415008,0.03123460141451735
79,0.02609894083745184,0.034431202925349534
80,0.025387785245996147,0.03307698892527505
81,0.02532261054893124,0.0337156177939553
82,0.02510521398971104,0.03243323621389113
83,0.02466041453312112,0.041454706831197986
84,0.024230381204565356,0.028977899567077036
85,0.02378584632047904,0.03578766317744004
86,0.0245173064230891,0.028368345412768815
87,0.026164027561193903,0.03040765500382373
88,0.023760432806458454,0.02925195064591734
89,0.023146057137141723,0.03893985589476008
90,0.0244076246651595,0.03481103028906019
91,0.02379326062046282,0.04800098908967093
92,0.022968278081821662,0.03177240598750742
