epoch,loss,val_loss
0,0.9743869015171758,0.9758118108699196
1,0.9181705450005921,1.0147226358714856
2,0.8623256175775655,1.0485830369748568
3,0.8070416998411446,1.1002224589649
4,0.7361682792186415,1.1504697172265304
5,0.6799274959172671,1.189947103199206
6,0.6287890920352914,1.2391767125380666
