epoch,loss,val_loss
0,0.44458578632186074,0.3232531688715282
1,0.3616823704630479,0.26395407554350403
2,0.29439472329958066,0.20636742130706184
3,0.22243675078962233,0.15221303622973592
4,0.16003090158834324,0.10567256808280945
5,0.11453582701068846,0.07353166392759274
6,0.08690268206335529,0.05913667557270903
7,0.06945319689042193,0.049433751521926174
8,0.05788675361406835,0.045015660555739155
9,0.049980900893456345,0.03519138625185741
10,0.04363606180915869,0.03401428735569904
11,0.03854940671027513,0.037022703964459266
12,0.035337161113937254,0.03697089630326158
13,0.03214406492194875,0.027760912517183704
14,0.029325244408760522,0.03147880213433191
15,0.0268433238687437,0.030866564937720175
16,0.02549215487441682,0.025292305716950642
17,0.024151767095428624,0.023051205189212373
18,0.023377746440463497,0.025367410632928734
19,0.022211763867992843,0.02301291342040426
20,0.020215754489442336,0.027941148801657715
21,0.019646416899357172,0.021120491364088497
22,0.01873508780808544,0.03000013755732461
23,0.01852099325326363,0.02349875122308731
24,0.017245205688066974,0.026651404307861077
25,0.017324705639912476,0.022897755089951188
26,0.017101210450529616,0.02504344475700667
27,0.01597123706676343,0.023859622434859996
