id	filename	md5	size	state
039b874d-43f2-48b5-b3cc-e5a708af83f2	4aa06322-99a1-49e8-ad18-c92cb676da51.FPKM.txt.gz	a1f8c6824fa1a07b2688dcab6bab7eb4	516715	live
03a14fd4-7f25-4a71-a5ca-40602c3f1c9d	3201fd37-ac44-450b-8a85-058ead558da2.htseq.counts.gz	966794ca96047c8ab59a98a58e330773	247501	live
03b9bf14-a2dc-484b-bfa6-2236f75cea6f	faa53d6b-5b59-4efa-948a-37217bb04db9.FPKM-UQ.txt.gz	3821a9b681bc8ad9e29f553bab1f0840	526414	live
03e019cf-9083-4416-a970-ad65b4a10aa7	be43daa7-9c1e-4721-9f25-3131e81fd25d.FPKM-UQ.txt.gz	8a55a68448625ed5cfd92bfc365053a5	522066	live
03fc136d-1aee-4e0f-b271-e52ef7680fa9	fa43e80b-8b46-43d6-aaed-389cc4d535f6.FPKM.txt.gz	74ca96dcfd034e5ef5def2c221ae5109	502375	live
03fd5478-3e07-4cbd-88b5-061d43035bcf	148d950b-4202-4f3f-be15-84735cd08a48.FPKM-UQ.txt.gz	a76b5a5a15b0d7dd82cc74eaaa40fa55	531874	live
0436168e-36ed-42e9-9ee9-d9aaf661547b	6999d309-8502-49ee-8d80-9d0bde00081f.htseq.counts.gz	16d4e23927588388086b2a8a1743490c	250749	live
04365dd1-d569-4412-be2d-6387a327e40d	338b5431-af4d-41ce-855f-998a293c3680.FPKM-UQ.txt.gz	d6a4edf4617b25597b3f612eaaf9d697	620887	live
043d0681-2935-4bcd-b952-95ba725677aa	afc8bf99-83de-4e3b-a390-122fd7d152e2.FPKM-UQ.txt.gz	ea3e2355ff07beb607f02c8dac970632	535481	live
044af24d-3c91-41f3-a93f-12e805b08d2e	b02d1d2d-13e3-4246-ba2f-ae22d934c776.htseq.counts.gz	a08f87fe0c7d0f7d43a76788290ef7a8	257360	live
0456ed20-9674-46fc-81d3-5ca49ab57b6e	d952c1a5-7755-4702-9f65-3ebc2edbb057.htseq.counts.gz	f22cb57991cc175cfb6a4e1ce6c1f71b	254233	live
046c9530-a1b6-459b-a209-bc7fc2d0d64f	2c9671e1-e001-4565-862a-a4845c9bad4f.FPKM-UQ.txt.gz	2533c6f8ebf26c9c23ec68f54110688a	523888	live
048e5e34-ab11-43d6-9788-771502d99152	79c1a9c6-a12e-4e12-8acd-52a8ea0f9dea.htseq.counts.gz	637947a0bd99be3b33bc2a549a51a3f5	254924	live
048f2967-e1e6-43c4-831f-178df5ddf660	26bfd2ed-0d81-48ae-afd5-cf61b249bc14.htseq.counts.gz	395fcfac97ac5b6a330a8d8a44be1bfb	251954	live
04f8dad5-3a15-4687-87af-8969a2c2c8a4	506c50e7-9e5a-434d-bb0d-2fd224c33bfb.FPKM-UQ.txt.gz	94233b3b263eb4d53c95ed7e41be82b1	529285	live
05037c1f-6de0-4d25-9a1c-9f0cd5a200fe	c758cf60-68bc-4154-9d43-44339da29889.FPKM.txt.gz	afaf5f961639f2ded3ee3d438605d841	522942	live
0515dc79-b16f-4ac5-b2ae-f82781a0b9bb	829af93c-fd1a-4792-be16-a5b7b7221b09.FPKM-UQ.txt.gz	dc60bc0e6b7917f708f75b15c6eb000d	516868	live
055554cf-cf89-4543-b598-8efa9ec4688a	9d52a72f-06cb-4a2d-8aca-63ca74cbde70.FPKM-UQ.txt.gz	f6700307b7c8bf4fd70c94ff02d0eb3a	535596	live
055e2cb1-d3d3-422b-af55-835ff7d32a1f	f828b2e0-2ad4-4669-9f1e-2ef2dd74706d.FPKM.txt.gz	5dc72880d9928a21b2b693d4a15f2aaf	490280	live
057010a9-87a8-44fa-b96e-502da90e5ebc	6eff5754-c9e3-402d-a341-63b891dd95d9.FPKM.txt.gz	65e2b1ace9a66e82a110567873d41b54	533889	live
057608d7-9432-4126-9f9b-cf2c80eca6fe	e7f4d11c-520d-4682-aa1b-5cf821a49c2c.htseq.counts.gz	0c23f00496dee214cfdce0d3012bed86	255708	live
05890fa4-6141-4d24-b572-dd019e3802fe	96833a09-14ce-4483-b17d-f4328e0b68f5.FPKM-UQ.txt.gz	83d98310f11453cd49525d82510ce8ae	569598	live
059cbc4b-91ff-4dc6-8509-8f073ba1919b	f9365670-8213-4263-80aa-1718e6d05dc8.FPKM.txt.gz	dbd2706ee843fcf43bc24ee6d3cd1bf5	550946	live
05a34491-b880-4626-9693-ff3bf9e9ecae	6e0e0989-0b95-4f1f-8853-2da52fd6a6fd.FPKM-UQ.txt.gz	83b2c692c134040307aef2b903a08d7b	525315	live
05a734dd-0260-47ca-84a1-51f5b0d4711b	e152cfff-98ed-4984-8ca4-92e2f5c6ef4b.FPKM.txt.gz	b2ced327dad60a74235b6c1a65053bea	533898	live
05b99690-3796-4b4a-9be3-41b8a4953358	67d71120-1690-412a-82f3-9bc921ad6b07.FPKM.txt.gz	68b6704408871b644148c95905d4d0dd	527423	live
05cfd5e2-0485-4f97-a178-9491c8e770e3	3c8923de-0d68-4137-a5d9-657a77cac893.FPKM.txt.gz	c16b016a251219b671dd31e7da4cd181	529868	live
05dcd3b4-21c7-4c64-8bc7-db1e69572fc5	22c16f46-950f-4389-bb16-b5cec4d8b94e.FPKM-UQ.txt.gz	b9881d24325716b7c5cc572108b91209	513079	live
05eb64fe-448a-419c-ae59-fc22292e5652	fe86fbf3-07cb-4d29-bc2b-58c5fbcd275c.FPKM-UQ.txt.gz	23d5876213571c996ee0b907a17e4f67	518555	live
05f72147-8caf-465d-a777-e9d6fcf79a61	743ef32d-2d6c-4ae0-959a-8c20de3e6734.FPKM-UQ.txt.gz	c79e4d476e94779b5ca4f75c85ed9ba1	481548	live
05fc178b-720e-4241-8b71-617fb9357f23	383e04eb-e6c6-4138-b336-1847e128807b.FPKM-UQ.txt.gz	05a6f053143c3d503565835884c4d65f	519052	live
05fffdbd-da34-42aa-b842-7088506b97ef	412fcc8b-734c-439e-a540-33e9a43cac9c.FPKM.txt.gz	e45104e5cd67b64d072e8abd8a609c45	541243	live
06024e67-5afb-4bd7-98af-1a5ef7abd554	3a04fb30-378c-48a0-a02e-85cf81b31b43.htseq.counts.gz	bb66f1f847107d7d2ad310e6fa720712	255526	live
06072d2c-78fd-4d11-a9be-e36673a89324	4dced115-7653-470d-b341-be1a447175db.htseq.counts.gz	c33769c1901301a3feaa28ec0774639d	254644	live
06121c5e-79a2-404a-9ee5-b6f87ba53bfe	4dcd18d6-b7b2-4a92-bcbe-361c7278e84e.htseq.counts.gz	80fca0408e46429e077234c8cd33d721	253701	live
0645ee3f-a0d8-4959-b674-3d5a10067c5f	fd3c752c-4a40-4ae9-bfb0-b0315eca3d1d.htseq.counts.gz	989969853d2d3010deb3ceffef134fcb	253626	live
06470aad-8322-4fe8-a4be-1b2e3acfaa37	5d6adefb-ceda-4ef2-a6b9-8077fd618ae6.FPKM.txt.gz	42a514186f7c4c6d7314d124d2e6c1ef	517107	live
0663f144-913f-41f5-a382-6334e1a06942	9bfd1930-f3c9-48f2-8b02-4d01b70b4ea0.htseq.counts.gz	2f32f49526b14e637aaaa3b568c2157b	250770	live
06969b01-94f7-47c7-a9a7-97233c1eaced	dff9d818-892a-4695-b04b-857906906d26.htseq.counts.gz	75dcf7f35304759dd6f750d1faf1b98a	254249	live
069ef301-d844-4b2d-8302-8e68d57971c4	8659f2c4-7492-46b3-9bbe-ea8ae7bbdd53.FPKM.txt.gz	5980cd0a3956db897d62988006724b0a	536416	live
06a9f57b-c16f-42ab-9a2d-13205aa169d8	0cad7bff-30bd-4c4a-accf-876422f3cb6a.FPKM-UQ.txt.gz	192257c9d13bc54a9a1f3a629795df5a	568450	live
06c57c51-f444-42f6-802a-e3e7163c466b	40d9de72-e2ee-4bd1-9c1f-b5a6df9ce3e1.FPKM-UQ.txt.gz	fb6834a7593ab11e1aea0ee2d029f915	553409	live
06cb336b-7821-4d06-b894-f15fb0cbe9e2	100b82ea-7970-43e2-acc5-edd72dffeb5a.FPKM.txt.gz	1e10067e594a600341afec6f234c5c68	527033	live
06d40347-b388-4293-ae71-db446e5a7b75	ff41537c-7cf5-4899-86b0-e1b2a2b7d463.htseq.counts.gz	a670d2da8cf9d502e8d5d417b1f56780	254804	live
06f796d0-c4cd-4ad0-8374-0dd22d65446d	ca45d175-81b4-430e-bf28-e51c591b3683.FPKM-UQ.txt.gz	b2146e2ca4bb11de08621880e6a9b659	521116	live
074e911d-ed58-4f3d-8ec2-41f1f8998f17	74fcc4a6-24a4-4de8-83b6-408f248bce01.FPKM.txt.gz	c2ae999206bf968818286668e5478bf9	542436	live
074f7b7c-0c38-41f3-a1bc-5fa4e4610b1e	5018e9b3-06a9-47f9-b6c9-73d6dbaf188c.htseq.counts.gz	12f13809da70e60d288edb763a657b14	251585	live
075d1d7d-0dea-4dd3-b7a0-a444131003ae	141d81ab-3493-4e25-b9ee-17a905f68b23.FPKM.txt.gz	6ef61f2ee829153d258e342d2723412f	517317	live
075ddebb-e1b1-4c59-83f4-bbc7e5f499a0	e26f2b4a-ca55-4a0c-b8e7-4f1e21aa6dae.htseq.counts.gz	5370594188550e1f96c2c90691f32eb3	248350	live
0767ce65-90d9-430d-9a7f-842a9a262de0	462312a9-821f-4049-9712-b937358a60ce.htseq.counts.gz	6c10b3b4a65cbb0709b4c9ba06599049	254107	live
07760e89-4791-43e2-82d3-412e9af5cfc3	aa47670a-4c3f-468a-b2d3-9d7b1d60845e.FPKM.txt.gz	7082708ba05b646d499c42eecc43c599	514703	live
0776f2f4-442f-404a-b77b-8881b28d23c7	70089c01-2fbe-4501-bccf-747b40872d6a.FPKM.txt.gz	48e93f6d8faeab52a89d59df83f1e6d9	509831	live
07773c28-8711-4b1f-8ca5-d3b83028acf0	d8f60cfe-3faa-406f-8ed6-2bb201dc36f4.FPKM.txt.gz	f2303bb34d0fe9fe4ac195a5a49105cf	511390	live
077fea19-4ffc-4bf4-b93f-bea5c270186c	39b74af5-8b63-4788-b05f-d1696605afdc.FPKM-UQ.txt.gz	c04ebe16d470831e9245bd427ecb7a5c	527138	live
078f7608-b8f7-4827-b752-adfed6064922	e29ce54a-49a1-47a8-82fd-7687cec0d1bb.htseq.counts.gz	b7aa3478b5a7026b1d5a75970e4f8663	256217	live
07bb172f-9675-47b0-9f17-074f99934025	ef9be0f1-2a17-49b9-b90e-2bb2e4f43c84.FPKM-UQ.txt.gz	1c474f5e3d7982832d80c3c95108753b	522636	live
07e2a9de-5dfb-42ac-a447-d901ac4656a8	56451515-b448-4c8f-837a-8a78ac630d8d.htseq.counts.gz	1e97b1be2962edf2d35029a01491f3f8	259809	live
07f821fa-5e4c-486f-a1ea-e32375219bd0	b4824c2d-fed2-4fad-bf6f-797119546006.htseq.counts.gz	25306be762149818b25865c66610d869	250109	live
0809e7be-e21d-46ed-89fc-c4906864bacb	2c87e676-6601-4d73-ad4b-9a0fd68ae0e4.FPKM.txt.gz	bd17efae603e503fbc7f1afc44925fe3	517307	live
080c5985-f314-41d7-b7db-182e4b218635	f5689b4d-3907-40ce-aa31-90508021731a.FPKM-UQ.txt.gz	7ce17f09d98eb4b80408a2be12c3dfd6	534477	live
083bd043-6b6d-455f-a198-871c501d2623	5cb385a7-dab3-486c-83af-80aafe9c4669.FPKM-UQ.txt.gz	4abcc2c35825773117a37a953317e71d	510818	live
0854ea35-b5c8-4fc6-9258-c130f452aaec	e8201ee9-2e0a-4a8e-bc99-6e2482da919d.htseq.counts.gz	d27f2b3f1899be94bf84baf5b910f58c	253846	live
08790ed2-58dd-4fa3-8f53-2d658e11413e	40633fb7-6665-4897-ba2d-76502e35dcd7.FPKM-UQ.txt.gz	14c47c25c696ec41af4152416ce03d7b	538428	live
088a94a6-6dfe-4835-a65e-861cda0b533b	aacd6622-4f35-4a5b-8c57-be7f37bba2ed.FPKM-UQ.txt.gz	01561db0edc7067c4325987d3121d9d1	522134	live
0897a662-e35f-4a00-a75a-0321b8b2aa1c	e8816445-8476-4bdd-8f13-bb7f6d755b93.htseq.counts.gz	84500eba4a73c7964c99cc63ae2f115c	254223	live
0897e954-b6a6-4291-923e-67e916f9d67e	1349107b-b18e-406e-a07b-5662b8eaa2c5.FPKM-UQ.txt.gz	a34c6f54eebce9e3955fffa1ef5770bb	526908	live
089e6651-1527-433b-8c6a-94e329a0ec3f	20ff57b5-eeb2-4312-a5e0-11ac8c8d573a.FPKM.txt.gz	7fa3cbbf7fb414b8c455bd484c5d2c07	523208	live
08be15a3-9f74-41b6-93d9-345601c5cda9	bc7f010c-02d8-4cde-ac36-f11eb5d0042b.FPKM-UQ.txt.gz	47b0b60b66be6f2b974e708e4a075362	498567	live
08f93969-5f59-487f-a580-456c2b56f4f5	0ecc60d5-6273-41f8-9fbc-70fb6373e47d.FPKM.txt.gz	0bab950a89a0a195d8e9a96c6c3b6a32	527099	live
090ef836-5058-4ac6-9a19-ba50d137e842	6632e6de-5170-4096-a298-078b6bfd3760.htseq.counts.gz	2ab199f43dc288f7af07c07a9f85516e	253805	live
091a502c-544e-421b-8024-62a4807cccf5	54a62dcd-c9a6-4a97-85c9-62e364766fca.htseq.counts.gz	c4beca6838ff9edb43505a11e6547898	255703	live
092ae34e-a707-414b-9f96-dd9170790450	0211f2ea-a4f6-4a57-8f98-66bf0a327479.FPKM.txt.gz	4cd380da8a827f96d2ad958eac79838d	519940	live
092aea33-c867-4580-8a80-628da99124cd	5a4ccc96-fd1b-4237-b8f1-1344b880fa00.FPKM.txt.gz	12fef90dad96197718f9aa459f8a3338	506320	live
094c56d7-2cae-424f-ac55-f78ec2215e8d	c3ed7c7a-b80a-4de2-8dfb-b60bcf336375.FPKM.txt.gz	b55d878c6599094efa436e7a169ec441	516527	live
095d6076-40ae-4445-a460-5b6a0d032150	24d7f10a-ac34-4f7e-8424-d2fc0d32ac58.FPKM-UQ.txt.gz	0b70468088fab41ccfa0428f88148598	513070	live
096b3ec2-4f1c-40da-927d-85dd84793ae2	98591c77-f3ae-47ba-94ea-a15cff8a2102.htseq.counts.gz	811e1aab3f1a0b8ca42dd3cc70a0e3b3	253069	live
096fb8cc-a47e-4937-aa46-ed9419e38205	41f9bceb-88d0-44ae-9eab-6ff9a6484e93.FPKM-UQ.txt.gz	75a98de0ec524878d3ca2d024f430bc1	541890	live
097ccf1b-5dc9-4166-8ee7-9e179c1dcf7f	9570c964-8d26-4280-97b7-43ebc45a3b58.FPKM.txt.gz	329f00cfe1ec24107e26c653d1db031c	524172	live
097e44e7-ffd9-4187-a78b-811c54ca74f6	9c407021-6996-4654-9103-c4ae5d65ca9d.FPKM.txt.gz	3df67dd3f91ce9e99cbd59e2e45e50fb	526184	live
0988a856-5fbb-4890-86bc-56b62a530ff0	5c50c128-f5df-4000-9e2b-3c261c02535f.FPKM.txt.gz	3011116a79a7d1fa8cf0373d532cca75	475148	live
0995ba80-14c7-4a73-9932-6e085e92b0b2	aa623193-428e-41b8-b051-2d9693d852f8.FPKM-UQ.txt.gz	be990ac6ed9a84fa40f8695b8bc4b530	541828	live
099a689e-e9f3-4d03-b22e-3e00da9c706c	c6bcced6-eb76-43f3-963a-967f1cbfec38.FPKM.txt.gz	c1b2e5db36744eb4962331bee70944d9	507057	live
09a55333-352a-4ce2-a92e-0ef1d28c9bdc	528dfb33-8225-469d-bd57-d1c5ec8991bb.FPKM-UQ.txt.gz	0ce05e083cf76a726a0f7231ef841e95	537517	live
09afbc2c-43e3-40f5-aaaa-571de6f35449	4d8ca8d3-eec4-4dee-9805-4a84fa1f1716.htseq.counts.gz	7845f6bc7a86204fb1fca9d6c8c473ec	257302	live
09bb8127-df83-47c1-bbc3-94ee17f860f3	e3a6fb76-0374-4823-91ec-7caaad95f1b9.htseq.counts.gz	a72057c4a47106a31bb28830002673f6	253001	live
09bd7af3-ae7d-4070-94c4-6e187678ceab	17f01a59-b1fc-4a6e-86f3-51fc2cd0398a.htseq.counts.gz	6114c1f5d8419d5f1c7c2e6554971d5f	253663	live
09e2425f-ea8d-405f-b524-03861b67f9f3	f790ef4c-71bf-43a7-a610-4006a4c0a42c.FPKM-UQ.txt.gz	98a6077c7641708b66374b526d549432	511359	live
09ef2304-52ec-4b89-bf13-6c50c867beea	b95cd925-a039-4c0f-b587-4bd4acf03e1f.htseq.counts.gz	9cea254d78ce9e30068da076c0f07271	245237	live
09facf0f-b696-4f35-a711-327591038755	90c4dd6e-a5cd-44fb-ad0c-8a27d88429c5.htseq.counts.gz	e4447a2324169ce54a2c92064a535edf	252639	live
09fadae8-25ea-41f0-8e75-a00f5cc45252	f4ff65b1-0c38-4cc3-85ce-52e8a0640446.FPKM-UQ.txt.gz	49fd9f8efeff95d05bde0eb30eea182b	528146	live
0a0ba3c5-0443-4c81-83cb-7fb1ddcfd054	44ebe859-bc4f-40c1-bdb9-1fa970b680da.FPKM-UQ.txt.gz	9ef175d38e086cd699283d2dc76f4f26	516463	live
0a16a0f4-112b-44bf-a488-e555c72ad332	4090ee76-ffc3-4b6b-9be5-53855d453e88.htseq.counts.gz	52d35f6dc2a02b4c7cf8ed8c318078f4	256559	live
0a19beeb-7d12-4ecb-882b-3a9d311bd1b2	fa9d8ef2-0fd0-4fd8-8266-e4760b77d103.FPKM-UQ.txt.gz	b5691b2caa0956728cb0aa82ec438765	526772	live
0a2fdcec-904b-4015-91bb-71e689af12a1	b033c85a-2395-4ced-a84d-ac1fbce674bf.htseq.counts.gz	94329d30370fa8c288a51fb08b04fb36	255274	live
