9.042291363426645245e-02,7.562295188623477382e-02,6.941436819487457888e-02,5.382265936309961474e-02,4.947682905228489164e-02
8.354466990736250653e-02,7.447117658529693596e-02,6.998538045829412468e-02,5.010248632745353814e-02,5.814635102821202883e-02
5.866574645434135399e-02,5.268395416488742822e-02,9.088869075193854730e-02,5.692704621942545895e-02,5.060726745798477949e-02
6.883160258937551235e-02,6.316082888072416246e-02,7.542609813824860399e-02,6.829512131900067340e-02,6.968465659483527586e-02
5.594469915932442916e-02,6.363840630020455025e-02,9.114418862832752988e-02,5.476914402988131841e-02,7.374391243745169466e-02
9.910268359033830299e-02,6.916096041705137309e-02,6.488803934489767444e-02,7.214084888234183202e-02,5.229632751991736966e-02
7.298630788658533319e-02,9.076301961921626194e-02,5.368991156929635300e-02,6.478898627662844911e-02,6.626480905310583314e-02
4.847146650084101921e-02,7.439938546835495048e-02,5.661845013310797675e-02,6.252130200607863841e-02,4.876602852041451996e-02
9.979523778771921816e-02,8.417105230519353332e-02,5.540728976724708377e-02,5.661176240023749195e-02,6.203272128930742424e-02
9.562644234064006377e-02,7.157588407876339098e-02,6.535901974847162232e-02,5.965422991292529398e-02,5.425960387914240124e-02
