1.037779272533909530e-01,1.527175597077883584e-01,2.526022040668260971e-01,4.342053974258697213e-01,5.314516637341041294e-01
9.248418913126076057e-02,1.445771549235775055e-01,2.544399441947424734e-01,4.187299469895597315e-01,5.712046427019479289e-01
9.698292583517760523e-02,1.359224458359509224e-01,2.590880703530787366e-01,4.382920264361246376e-01,5.753001947432181407e-01
9.675221317715278213e-02,1.378183280740883365e-01,2.526474124367111274e-01,4.325364073151187760e-01,5.593243206549838309e-01
9.536713789012229991e-02,1.515114048444891615e-01,2.640590513049539956e-01,4.493232499284297021e-01,5.653952090495959482e-01
9.207517095486353331e-02,1.373186851333244862e-01,2.746881184476082094e-01,4.571866982816818470e-01,5.869335461839165768e-01
9.777719106147979289e-02,1.446021289179753033e-01,2.652390332527144179e-01,4.352200934879096317e-01,5.770505316305624133e-01
9.388699955004696507e-02,1.402982646821708257e-01,2.644886048531325251e-01,4.339988737994004420e-01,5.712687716690360018e-01
9.055895571247880860e-02,1.423133233239444739e-01,2.599136634770894405e-01,4.422236811699777892e-01,5.458107386065231825e-01
9.433399867891385793e-02,1.390407646484726201e-01,2.633703661884249647e-01,4.466002596124444834e-01,5.636475426303568792e-01
